mol_smi,bbs_smi
CCOc1cccc(OC)c1[C@@H]1CC(=O)C(=O)N1Cc1cccc(-c2ccccc2)c1,[*]c1c(OC)cccc1OCC.[*][C@]1([H])CC(=O)C(=O)N1[*].[*]Cc1cccc(-c2ccccc2)c1
Cc1nc(-c2cccc(CN3C(=O)CCCC[C@H]3c3c(C)cccc3-c3ccccc3)c2)cs1,[*]c1c(C)cccc1-c1ccccc1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(-c2csc(C)n2)c1
COc1cccc(OC)c1[C@@H]1CCC(=O)N1Cc1ccc(-c2ccccc2)cc1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1ccc(-c2ccccc2)cc1
Cc1nc(-c2cccc(CN3C(=O)CCCC[C@H]3c3c(Cl)cccc3-c3ccccc3)c2)cs1,[*]c1c(Cl)cccc1-c1ccccc1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(-c2csc(C)n2)c1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1cccc(-c2ccccn2)n1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-c2ccccn2)n1
COc1cccc(OC)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1cccc(-c2nccs2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1cccc(-c2nccs2)c1
Cc1nc(-c2cccc(CN3C(=O)CCCC[C@H]3c3c(F)cccc3-c3ccccc3)c2)cs1,[*]c1c(F)cccc1-c1ccccc1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(-c2csc(C)n2)c1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1cccc(-n2cccn2)n1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-n2cccn2)n1
O=C1[C@@H](F)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc(Cl)c(OCC(F)(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(Cl)c(OCC(F)(F)F)c1
COc1cccc(OC)c1[C@@H]1CCCCC(=O)N1Cc1ccc2nc(C)sc2c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1ccc2nc(C)sc2c1
COc1cccc(OC)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc2c(c1)-c1nc(C)sc1CC2,[*]c1c(OC)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc2c(c1)-c1nc(C)sc1CC2
COc1cncc(OC)c1[C@@H]1CCCC(=O)N1Cc1cccc(-n2nccn2)c1,[*]c1c(OC)cncc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-n2nccn2)c1
COc1cccc(OC)c1[C@@H]1CCC(=O)N1Cc1cccc(-n2cccn2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1cccc(-n2cccn2)c1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1cc(-c2ccccc2)ccn1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cc(-c2ccccc2)ccn1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1cnn(-c2ccccc2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cnn(-c2ccccc2)c1
COc1ccc(Cl)c(OC)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OC)ccc(Cl)c1OC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1cc(-c2ccccn2)ccc1Cl,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cc(-c2ccccn2)ccc1Cl
CCOc1cc(CN2C(=O)[C@@H](F)C[C@H]2c2c(F)cccc2OCC)ccc1Cl,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(Cl)c(OCC)c1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1cccc(-c2nccs2)n1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-c2nccs2)n1
O=C1CCCC[C@@H](c2ccccc2-c2ccccc2)N1Cc1cccc(-c2nccs2)c1,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(-c2nccs2)c1
COc1cccc(OC)c1[C@@H]1CCC(=O)N1Cc1cccc(-c2ccccc2)n1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1cccc(-c2ccccc2)n1
COc1cccc(OC)c1[C@@H]1CCCCC(=O)N1Cc1ccc(Oc2ccccc2)cc1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1ccc(Oc2ccccc2)cc1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1ccc2nc(C)sc2c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccc2nc(C)sc2c1
COc1cccc(OC)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccnc(-c2nc(C)cs2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccnc(-c2nc(C)cs2)c1
Cc1cccc(-c2ccccc2)c1[C@@H]1CCCCC(=O)N1Cc1cccc(-c2nccs2)c1,[*]c1c(C)cccc1-c1ccccc1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(-c2nccs2)c1
COc1cccc(OC)c1[C@@H]1CCC(=O)N1Cc1cccc(N2CCCCC2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1cccc(N2CCCCC2)c1
Cc1cnc(-c2cccc(CN3C(=O)CCCC[C@H]3c3ccccc3-n3cccn3)c2)s1,[*]c1ccccc1-n1cccn1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(-c2ncc(C)s2)c1
COc1ccc2ccc(=O)oc2c1[C@@H]1CCCC(=O)N1Cc1ccnc(-c2ccccc2)c1,[*]c1c(OC)ccc2ccc(=O)oc12.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccnc(-c2ccccc2)c1
O=C1CCCC[C@@H](c2ccccc2-c2nccs2)N1Cc1cccc(-c2ccccc2)c1,[*]c1ccccc1-c1nccs1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(-c2ccccc2)c1
COc1ccnc(OC)c1[C@@H]1CCCC(=O)N1Cc1ccc(F)c(-c2ccccn2)c1,[*]c1c(OC)ccnc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccc(F)c(-c2ccccn2)c1
COc1cccc(F)c1[C@@H]1C[C@@H](F)C(=O)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@@]([H])(F)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1cccc(N2CCOCC2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(N2CCOCC2)c1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1cccc2ccccc12,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc2ccccc12
COc1cccc(OC)c1[C@@H]1CCC(=O)N1Cc1cccc(Oc2ccccc2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1cccc(Oc2ccccc2)c1
COc1cccc(F)c1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
COc1cccc(OC)c1[C@@H]1CCC(=O)N1Cc1ccc(Oc2nc(C)cs2)cc1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1ccc(Oc2nc(C)cs2)cc1
COc1cncc(OC)c1[C@@H]1CCCCC(=O)N1Cc1csc(-c2ccccc2)n1,[*]c1c(OC)cncc1OC.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1csc(-c2ccccc2)n1
O=C1[C@@H](Cl)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1
COc1cccc(OC)c1[C@@H]1CCC(=O)N1Cc1cccc(-c2cccnc2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1cccc(-c2cccnc2)c1
COc1cccc(OC)c1[C@@H]1CCC(=O)N1Cc1cccc(-c2noc(C)n2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1cccc(-c2noc(C)n2)c1
O=C1[C@@H](Cl)C[C@@H](c2c(F)cccc2OC2CCCC2)N1Cc1cccc(OC(F)(F)F)c1,[*]c1c(F)cccc1OC1CCCC1.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)F)c1
O=C1CCCC[C@@H](c2ccccc2-n2cccn2)N1Cc1csc(-c2cccc(Cl)c2)n1,[*]c1ccccc1-n1cccn1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1csc(-c2cccc(Cl)c2)n1
COc1ccc(F)c(OC)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OC)ccc(F)c1OC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(OC)c1[C@@H]1CCC(=O)N1Cc1ccc(Oc2ccccc2)cc1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1ccc(Oc2ccccc2)cc1
O=C1CCCC[C@@H](c2ccccc2-n2cccn2)N1Cc1cccc(-c2ccccc2)c1,[*]c1ccccc1-n1cccn1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(-c2ccccc2)c1
O=C1CCC[C@@H](c2ccccc2-c2ccccc2)N1Cc1cccc(-c2nccs2)c1,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-c2nccs2)c1
COc1cccc(OC)c1[C@@H]1CC(=O)C(=O)N1Cc1cccc(-c2ccccc2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CC(=O)C(=O)N1[*].[*]Cc1cccc(-c2ccccc2)c1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1cnc(OC(F)F)c(C)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cnc(OC(F)F)c(C)c1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1csc(Oc2ccccc2)n1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1csc(Oc2ccccc2)n1
COc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1cccc(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)C(F)F)c1
COc1cccc(OC)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc2oc3sc(C)nc3c2c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3sc(C)nc3c2c1
O=C1CC[C@@H](c2ccccc2-c2ccccc2)N1Cc1cccc(-c2ccccc2)c1,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1cccc(-c2ccccc2)c1
COc1cc(F)cc(OC)c1[C@@H]1CCCC(=O)N1Cc1cccc(-c2ccccc2)c1,[*]c1c(OC)cc(F)cc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-c2ccccc2)c1
Cc1nc(-c2cccc(CN3C(=O)CCCC[C@H]3c3ccccc3-n3cccn3)c2)cs1,[*]c1ccccc1-n1cccn1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(-c2csc(C)n2)c1
Cc1nc(-c2cccc(CN3C(=O)CCC[C@H]3c3ccccc3-c3ccccc3)c2)cs1,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-c2csc(C)n2)c1
COc1ccc2c(C)noc2c1[C@@H]1CCCC(=O)N1Cc1cccc(-c2ccccc2)c1,[*]c1c(OC)ccc2c(C)noc12.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-c2ccccc2)c1
O=C1[C@@H](F)C[C@@H](c2c(F)cccc2OC2CCC2)N1Cc1cccc(OC(F)(F)F)c1,[*]c1c(F)cccc1OC1CCC1.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)F)c1
CC(C)Oc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(Cl)c(OC(F)(F)F)c1,[*]c1c(F)cccc1OC(C)C.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)F)c1
O=C1CCC[C@@H](c2ccccc2-c2nccs2)N1Cc1cccc(-c2ccccc2)c1,[*]c1ccccc1-c1nccs1.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-c2ccccc2)c1
COc1cccc(OC)c1[C@@H]1CCCCC(=O)N1Cc1ccc(-c2ccccc2)cc1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1ccc(-c2ccccc2)cc1
O=C1CCC[C@@H](c2ccccc2-c2ccccc2)N1Cc1ccc(Oc2ccccc2)cc1,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccc(Oc2ccccc2)cc1
O=C1CCC[C@@H](c2ccccc2-c2ccccc2)N1Cc1cccc2ccccc12,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc2ccccc12
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1cccc(-n2cncn2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-n2cncn2)c1
Cc1ccc(CN2C(=O)[C@@H](F)C[C@H]2c2c(F)cccc2OCCF)cc1OC(F)(F)C(F)F,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(C)c(OC(F)(F)C(F)F)c1
CC(C)Oc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cccc1OC(C)C.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(OC)c1[C@@H]1CCCCC(=O)N1Cc1ccccc1-c1ccccc1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1ccccc1-c1ccccc1
COc1ccc2ccccc2c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OC)ccc2ccccc12.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)C(F)F)cc1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)C(F)F)cc1
COc1cncc(OC)c1[C@@H]1CCCCC(=O)N1Cc1ccc2c(c1)c1ccccc1n2C,[*]c1c(OC)cncc1OC.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1ccc2c(c1)c1ccccc1n2C
O=C1[C@@H](F)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc(F)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(F)c(OC(F)(F)C(F)F)c1
O=C1[C@H](Cl)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1
COc1ccc2c(c1[C@@H]1CCCC(=O)N1Cc1ccc(OC(F)(F)F)cc1)OCO2,[*]c1c(OC)ccc2c1OCO2.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc2sc3ccccc3c2c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc2sc3ccccc3c2c1
O=C1CCCC[C@@H](c2ccccc2-c2cccnc2)N1Cc1cccc(-c2nccs2)c1,[*]c1ccccc1-c1cccnc1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(-c2nccs2)c1
COc1cccc(OC)c1[C@@H]1CCCCC(=O)N1Cc1cnc(OC(F)F)c(Cl)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cnc(OC(F)F)c(Cl)c1
COc1cccc(OC)c1[C@@H]1[C@@H](F)CC(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OC)cccc1OC.[*][C@@]1([H])N([*])C(=O)C[C@]1([H])F.[*]Cc1ccc(OC(F)(F)F)cc1
CCOc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)c(Cl)c1,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)c(Cl)c1
COc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(F)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(F)c(OC(F)(F)C(F)F)c1
COc1cccc(OC)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc2c(c1)-c1nc(C)sc1C2,[*]c1c(OC)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc2c(c1)-c1nc(C)sc1C2
O=C1CCCC[C@@H](c2ccccc2-c2cncs2)N1Cc1cccc(-c2nccs2)c1,[*]c1ccccc1-c1cncs1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(-c2nccs2)c1
COc1cccc(OC)c1[C@@H]1[C@H](O)CC(=O)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(OC)cccc1OC.[*][C@@]1([H])N([*])C(=O)C[C@@]1([H])O.[*]Cc1ccc2oc3ccccc3c2c1
COc1cccc(Cl)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)C(F)F)cc1,[*]c1c(Cl)cccc1OC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)C(F)F)cc1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1cccc(-n2ccnn2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-n2ccnn2)c1
O=C1CCC[C@@H](c2ccccc2-c2ccccc2)N1Cc1cccc(OC(F)(F)F)c1,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(OC(F)(F)F)c1
Cc1nc(-c2cccc(CN3C(=O)CCC[C@H]3c3cccc4c3OCCO4)c2)cs1,[*]c1cccc2c1OCCO2.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-c2csc(C)n2)c1
COc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1cccc(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)C(F)F)c1
COc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1
CCOc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1CCCC[C@@H](c2ccccc2N2CCCC2)N1Cc1cccc(-c2ccccc2)c1,[*]c1ccccc1N1CCCC1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(-c2ccccc2)c1
O=C1CCCC[C@@H](c2ccccc2-c2ccccc2)N1Cc1cccc(Oc2ccccc2)c1,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(Oc2ccccc2)c1
O=C1CCCC[C@@H](c2ccccc2-c2ccncc2)N1Cc1cccc(-c2nccs2)c1,[*]c1ccccc1-c1ccncc1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(-c2nccs2)c1
O=C1[C@@H](Cl)C[C@@H](c2cccc3c2OCCO3)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1cccc2c1OCCO2.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cc(F)ccc1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1ccc(F)cc1OC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1ncnc(OC)c1[C@@H]1CCCC(=O)N1Cc1cccc(-c2ccccc2)c1,[*]c1c(OC)ncnc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-c2ccccc2)c1
COc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1
COc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(F)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(F)c(OC(F)(F)C(F)F)c1
CCOc1cc(F)cc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cc(F)cc1OCC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1CCC[C@@H](c2ccccc2-c2ccccc2)N1Cc1ccc(-c2ccccc2)cc1,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccc(-c2ccccc2)cc1
COc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(C)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(C)c(OC(F)(F)C(F)F)c1
COc1cccc(OC)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1cccc(OC(F)(F)C(F)F)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)C(F)F)c1
COc1cncc(OC)c1[C@@H]1CCCC(=O)N1Cc1csc(-c2ccccc2)n1,[*]c1c(OC)cncc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1csc(-c2ccccc2)n1
COc1ccc2nc(C)oc2c1[C@@H]1CCCC(=O)N1Cc1ccc2ccccc2n1,[*]c1c(OC)ccc2nc(C)oc12.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccc2ccccc2n1
COc1cccc(OC)c1[C@@H]1CCC(=O)N1Cc1cccc(N2CCCCC2)n1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1cccc(N2CCCCC2)n1
CCOc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)c(F)c1,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)c(F)c1
CCOc1ccccc1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1ccccc1OCC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1CCC[C@@H](c2ccnn2-c2ccccc2)N1Cc1cccc(-c2ccccc2)c1,[*]c1ccnn1-c1ccccc1.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-c2ccccc2)c1
CCOc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)c(F)c1,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)c(F)c1
CC(C)Oc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cccc1OC(C)C.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1
Cc1ccc(CN2C(=O)[C@H](O)C[C@H]2c2c(F)cccc2OCCF)cc1OC(F)(F)C(F)F,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(C)c(OC(F)(F)C(F)F)c1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1cc(-c2ccccc2)on1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cc(-c2ccccc2)on1
